location,mission,premium+,type,author,description,level,song
guitar-challenges,the halloween challenge 2,FALSE,song,the yousicians,melody,6,knock knock knock
guitar-challenges,the halloween challenge 2,FALSE,song,franz liszt,full rhythm,9,totentanz
guitar-challenges,maharajas of music 2,FALSE,song,the yousicians,basic riff,2,shenanigans
guitar-challenges,maharajas of music 2,FALSE,song,the yousicians,cowboy chords,4,a sea or rocks
guitar-challenges,maharajas of music 2,FALSE,song,the yousicians,fancy chords,6,shenanigans
guitar-challenges,maharajas of music 2,FALSE,song,the yousicians,rhythm & lead,10,a sea or rocks
guitar-challenges,sound in my system 2,FALSE,song,the yousicians,basic melody,3,sound in my system
guitar-challenges,sound in my system 2,FALSE,song,the yousicians,cowboy chords,4,liberate the music
guitar-challenges,sound in my system 2,FALSE,song,the yousicians,moveable chords,7,sound in my system
guitar-challenges,sound in my system 2,FALSE,song,the yousicians,rhythm,7,liberate the music
guitar-challenges,"live fast, play fast! 2",FALSE,song,the yousicians,basic riff,2,skate or die!
guitar-challenges,"live fast, play fast! 2",FALSE,song,the yousicians,cowboy chords,4,punk-a-lele
guitar-challenges,"live fast, play fast! 2",FALSE,song,the yousicians,rhythm & lead,8,skate or die!
guitar-challenges,"live fast, play fast! 2",FALSE,song,the yousicians,rhythm,8,punk-a-lele
guitar-challenges,back to bach 2,FALSE,song,johann sebastian bach,melody,3,violin partita no. 1: sarabande (in Am)
guitar-challenges,back to bach 2,FALSE,song,johann sebastian bach,cowboy chords,4,"cello suite no. 1 part 1 (in C, full)"
guitar-challenges,back to bach 2,FALSE,song,johann sebastian bach,fingerpicking,7,violin partita no. 1: sarabande (in Am)
guitar-challenges,back to bach 2,FALSE,song,johann sebastian bach,full melody,10,"cello suite no. 1 part 1 (in C, full)"
guitar-challenges,new wave of british heavy metal 2,FALSE,song,the yousicians,basic riff,2,heavy metal in my veins
guitar-challenges,new wave of british heavy metal 2,FALSE,song,the yousicians,basic riff,5,the witch
guitar-challenges,new wave of british heavy metal 2,FALSE,song,the yousicians,main riff,7,the witch
guitar-challenges,new wave of british heavy metal 2,FALSE,song,the yousicians,rhythm & lead,10,heavy metal in my veins
guitar-challenges,songs from classic films 2,FALSE,song,kenneth j. alford,basic riff,2,colonel bogey march
guitar-challenges,songs from classic films 2,FALSE,song,joseph webster,cowboy chords,4,lorena
guitar-challenges,songs from classic films 2,FALSE,song,joseph webster,fingerpicking,7,lorena
guitar-challenges,songs from classic films 2,FALSE,song,kenneth j. alford,fingerpicking,8,colonel bogey march
guitar-challenges,the challenge must go on 2,FALSE,song,the yousicians,basic riff,2,the excalibur
guitar-challenges,the challenge must go on 2,FALSE,song,the yousicians,melody,4,waltz into the night
guitar-challenges,the challenge must go on 2,FALSE,song,the yousicians,fancy chords,6,waltz into the night
guitar-challenges,the challenge must go on 2,FALSE,song,the yousicians,rhythm & lead,9,the excalibur
guitar-challenges,ruff rockin' 2,FALSE,song,the yousicians,basic riff,2,party on the boulevard
guitar-challenges,ruff rockin' 2,FALSE,song,the yousicians,basic riff,5,back in the app
guitar-challenges,ruff rockin' 2,FALSE,song,the yousicians,rhythm,7,back in the app
guitar-challenges,ruff rockin' 2,FALSE,song,the yousicians,rhythm & lead,9,party on the boulevard
guitar-challenges,classical piano favorites 2,FALSE,song,erik satie,melody,3,gymnopedie no.1
guitar-challenges,classical piano favorites 2,FALSE,song,ludwig van beethoven,cowboy chords,4,fur elise (challenge)
guitar-challenges,classical piano favorites 2,FALSE,song,erik satie,fingerpicking,7,gymnopedie no.1
guitar-challenges,classical piano favorites 2,FALSE,song,ludwig van beethoven,melody,8,fur elise (challenge)
guitar-challenges,super chiptunes 2,FALSE,song,the yousicians,basic melody,2,grand prix
guitar-challenges,super chiptunes 2,FALSE,song,the yousicians,basic riff,4,axeman
guitar-challenges,super chiptunes 2,FALSE,song,the yousicians,basic melody,6,axeman
guitar-challenges,super chiptunes 2,FALSE,song,the yousicians,full melody,9,grand prix
guitar-challenges,ram-bam! with jo' buddy 2,FALSE,song,jo' buddy,basic riff,2,mama don't allow
guitar-challenges,ram-bam! with jo' buddy 2,FALSE,song,jo' buddy,cowboy chords,4,baby please don't go
guitar-challenges,ram-bam! with jo' buddy 2,FALSE,song,jo' buddy,fingerpicking,7,baby please don't go
guitar-challenges,ram-bam! with jo' buddy 2,FALSE,song,jo' buddy,rhythm & lead,10,mama don't allow
guitar-challenges,gypsy jazz 2,FALSE,song,traditional,basic melody,3,l'amour oriental
guitar-challenges,gypsy jazz 2,FALSE,song,the yousicians,cowboy chords,4,major swing
guitar-challenges,gypsy jazz 2,FALSE,song,traditional,rhythm,7,l'amour oriental
guitar-challenges,gypsy jazz 2,FALSE,song,the yousicians,lead,10,major swing
guitar-challenges,balkan bounce pt. 2 2,FALSE,song,traditional,basic melody,2,ederlezi
guitar-challenges,balkan bounce pt. 2 2,FALSE,song,traditional,cowboy chords,4,ederlezi
guitar-challenges,balkan bounce pt. 2 2,FALSE,song,traditional,fancy chords,6,ajde jano
guitar-challenges,balkan bounce pt. 2 2,FALSE,song,traditional,melody,9,ajde jano
guitar-challenges,liverpool 2,FALSE,song,the yousicians,basic riff,2,can't buy me skills
guitar-challenges,liverpool 2,FALSE,song,the yousicians,cowboy chords,4,can't buy me skills
guitar-challenges,liverpool 2,FALSE,song,the yousicians,fancy chords,6,the day before today
guitar-challenges,liverpool 2,FALSE,song,the yousicians,melody,8,the day before today
guitar-challenges,life on horseback 2,FALSE,song,the yousicians,cowboy chords,3,bring me the sheriff
guitar-challenges,life on horseback 2,FALSE,song,the yousicians,cowboy chords,4,life on horseback
guitar-challenges,life on horseback 2,FALSE,song,the yousicians,fingerpicking,7,life on horseback
guitar-challenges,life on horseback 2,FALSE,song,the yousicians,rhythm & lead,9,bring me the sheriff
guitar-challenges,brahms bash 2,FALSE,song,johannes brahms,basic riff,2,hungarian dances 1 & 5 (in Am)
guitar-challenges,brahms bash 2,FALSE,song,johannes brahms,melody,4,poco allegretto (3rd symphony)
guitar-challenges,brahms bash 2,FALSE,song,johannes brahms,fancy chords,7,hungarian dances 1 & 5 (in Am)
guitar-challenges,brahms bash 2,FALSE,song,johannes brahms,fingerpicking,8,poco allegretto (3rd symphony)
guitar-challenges,strum with the machines 2,FALSE,song,the yousicians,basic riff,2,light the spark
guitar-challenges,strum with the machines 2,FALSE,song,the yousicians,cowboy chords,4,worry free
guitar-challenges,strum with the machines 2,FALSE,song,the yousicians,full rhythm,6,light the spark
guitar-challenges,strum with the machines 2,FALSE,song,the yousicians,melody,7,worry free
guitar-challenges,three minute love story 2,FALSE,song,the yousicians,basic riff,2,buenos aires
guitar-challenges,three minute love story 2,FALSE,song,the yousicians,cowboy chords,4,anhelo
guitar-challenges,three minute love story 2,FALSE,song,the yousicians,fingerpicking,7,anhelo
guitar-challenges,three minute love story 2,FALSE,song,the yousicians,rhythm & lead,8,buenos aires
guitar-challenges,dark souls 2,FALSE,song,the yousicians,melody,3,be my sensei
guitar-challenges,dark souls 2,FALSE,song,the yousicians,cowboy chords,5,dark souls
guitar-challenges,dark souls 2,FALSE,song,the yousicians,full rhythm,6,be my sensei
guitar-challenges,dark souls 2,FALSE,song,the yousicians,full rhythm,8,dark souls
guitar-challenges,classy ballads 2,FALSE,song,sergei rachmaninoff,basic melody,3,vocalise
guitar-challenges,classy ballads 2,FALSE,song,maurice ravel,cowboy chords,4,pavane pour une infante defunte
guitar-challenges,classy ballads 2,FALSE,song,maurice ravel,full melody,7,pavane pour une infante defunte
guitar-challenges,classy ballads 2,FALSE,song,sergei rachmaninoff,fingerpicking,8,vocalise
guitar-challenges,the river flows 2,FALSE,song,traditional,basic melody,2,swanee river
guitar-challenges,the river flows 2,FALSE,song,traditional,cowboy chords,4,red river valley
guitar-challenges,the river flows 2,FALSE,song,traditional,fingerpicking,7,red river valley
guitar-challenges,the river flows 2,FALSE,song,traditional,fingerpicking,9,swanee river
guitar-challenges,pub rock 2,FALSE,song,the yousicians,basic riff,2,love on the rocks
guitar-challenges,pub rock 2,FALSE,song,the yousicians,basic riff,4,the big one
guitar-challenges,pub rock 2,FALSE,song,the yousicians,cowboy chords,5,love on the rocks
guitar-challenges,pub rock 2,FALSE,song,the yousicians,rhythm & lead,11,the big one
guitar-challenges,miami vibe 2,FALSE,song,the yousicians,basic riff,2,cruise patrol
guitar-challenges,miami vibe 2,FALSE,song,the yousicians,cowboy chords,4,testarossa
guitar-challenges,miami vibe 2,FALSE,song,the yousicians,melody,6,testarossa
guitar-challenges,miami vibe 2,FALSE,song,the yousicians,lead,11,cruise patrol
guitar-challenges,you can't do that on a challenge anymore vol. 1 2,FALSE,song,the yousicians,basic riff,2,whizzing through the day
guitar-challenges,you can't do that on a challenge anymore vol. 1 2,FALSE,song,the yousicians,basic riff,4,the dirt
guitar-challenges,you can't do that on a challenge anymore vol. 1 2,FALSE,song,the yousicians,melody,7,whizzing through the day
guitar-challenges,you can't do that on a challenge anymore vol. 1 2,FALSE,song,the yousicians,full rhythm,10,the dirt
guitar-challenges,waltzing nylons 2,FALSE,song,traditional,basic melody,3,la llorona
guitar-challenges,waltzing nylons 2,FALSE,song,felipe villanueva,melody,6,vals poetico
guitar-challenges,waltzing nylons 2,FALSE,song,felipe villanueva,fingerpicking,7,vals poetico
guitar-challenges,waltzing nylons 2,FALSE,song,traditional,fingerpicking,8,la llorona
guitar-challenges,power thru 2,FALSE,song,the yousicians,basic riff,3,you've got the power
guitar-challenges,power thru 2,FALSE,song,the yousicians,basic riff,4,fire of desire
guitar-challenges,power thru 2,FALSE,song,the yousicians,basic melody,7,fire of desire
guitar-challenges,power thru 2,FALSE,song,the yousicians,full melody v2,10,you've got the power
guitar-challenges,hawaii style 2,FALSE,song,traditional,cowboy chords,3,aloha oe (surf)
guitar-challenges,hawaii style 2,FALSE,song,traditional,basic rhythm,5,kaulana na pua
guitar-challenges,hawaii style 2,FALSE,song,traditional,fingerpicking,7,aloha oe (surf)
guitar-challenges,hawaii style 2,FALSE,song,traditional,melody v2,7,kaulana na pua
guitar-challenges,easter with j.s. bach 2,FALSE,song,johann sebastian bach,basic riff,2,easter oratorio (in Am)
guitar-challenges,easter with j.s. bach 2,FALSE,song,johann sebastian bach,melody,5,st matthew passion
guitar-challenges,easter with j.s. bach 2,FALSE,song,johann sebastian bach,melody,6,easter oratorio (in Am)
guitar-challenges,easter with j.s. bach 2,FALSE,song,johann sebastian bach,moveable chords,7,st matthew passion
guitar-challenges,rock in 5 2,FALSE,song,the yousicians,basic riff,1,new dawn
guitar-challenges,rock in 5 2,FALSE,song,the yousicians,main riff,4,new dawn
guitar-challenges,rock in 5 2,FALSE,song,the yousicians,basic riff,5,watch this space
guitar-challenges,rock in 5 2,FALSE,song,the yousicians,full riff,9,watch this space
guitar-challenges,flutes rock! 2,FALSE,song,the yousicians,basic melody,2,the deranged flamingo
guitar-challenges,flutes rock! 2,FALSE,song,the yousicians,basic riff,4,songs from the woodshed
guitar-challenges,flutes rock! 2,FALSE,song,the yousicians,fancy chords,6,the deranged flamingo
guitar-challenges,flutes rock! 2,FALSE,song,the yousicians,rhythm & lead,9,songs from the woodshed
guitar-challenges,c'est la vie with satie 2,FALSE,song,erik satie,cowboy chords,3,gnossienne (in E)
guitar-challenges,c'est la vie with satie 2,FALSE,song,erik satie,melody,4,je te veux
guitar-challenges,c'est la vie with satie 2,FALSE,song,erik satie,melody,6,gnossienne (in E)
guitar-challenges,c'est la vie with satie 2,FALSE,song,erik satie,fingerpicking,7,je te veux
guitar-challenges,wishing in the night 2,FALSE,song,the yousicians,basic riff,2,the storm inside me
guitar-challenges,wishing in the night 2,FALSE,song,the yousicians,basic riff,4,wishing in the night
guitar-challenges,wishing in the night 2,FALSE,song,the yousicians,full riff,11,the storm inside me
guitar-challenges,wishing in the night 2,FALSE,song,the yousicians,full lead,12,wishing in the night
guitar-challenges,rocky road to dublin 2,FALSE,song,traditional,basic melody,1,rocky road to dublin
guitar-challenges,rocky road to dublin 2,FALSE,song,traditional,cowboy chords,4,rocky road to dublin
guitar-challenges,rocky road to dublin 2,FALSE,song,traditional,melody,6,black velvet band
guitar-challenges,rocky road to dublin 2,FALSE,song,traditional,fingerpicking,8,black velvet band
guitar-challenges,ed sheeran,TRUE,song,ed sheeran,basic riff,2,i see fire
guitar-challenges,ed sheeran,TRUE,song,ed sheeran,cowboy chords,4,i see fire
guitar-challenges,ed sheeran,FALSE,song,traditional,melody,5,the parting glass
guitar-challenges,ed sheeran,FALSE,song,traditional,full rhythm,7,the parting glass
guitar-challenges,mardi gras 2,FALSE,song,traditional,basic riff,2,st. james infirmary
guitar-challenges,mardi gras 2,FALSE,song,traditional,cowboy chords,3,mardi gras song
guitar-challenges,mardi gras 2,FALSE,song,traditional,melody,7,mardi gras song
guitar-challenges,mardi gras 2,FALSE,song,traditional,rhythm & lead,9,st. james infirmary
guitar-challenges,got the blues? 2,FALSE,song,the yousicians,basic riff,2,baby won't you please come home
guitar-challenges,got the blues? 2,FALSE,song,the yousicians,cowboy chords,3,44 blues
guitar-challenges,got the blues? 2,FALSE,song,the yousicians,rhythm & lead,9,baby won't you please come home
guitar-challenges,got the blues? 2,FALSE,song,the yousicians,rhythm & lead,11,44 blues
guitar-challenges,song for you 2,FALSE,song,the yousicians,basic riff,1,song for you
guitar-challenges,song for you 2,FALSE,song,the yousicians,cowboy chords,4,be my baby
guitar-challenges,song for you 2,FALSE,song,the yousicians,fingerpicking,7,song for you
guitar-challenges,song for you 2,FALSE,song,the yousicians,rhythm & lead,8,be my baby
guitar-challenges,funky strut 2,FALSE,song,the yousicians,basic riff,1,the message
guitar-challenges,funky strut 2,FALSE,song,the yousicians,main riff,5,one for ziggy
guitar-challenges,funky strut 2,FALSE,song,the yousicians,fancy chords,6,one for ziggy
guitar-challenges,funky strut 2,FALSE,song,the yousicians,rhythm & lead,9,the message
guitar-challenges,funk metal attack 2,FALSE,song,the yousicians,melody,3,if i were a motor
guitar-challenges,funk metal attack 2,FALSE,song,the yousicians,basic riff,4,try this at home
guitar-challenges,funk metal attack 2,FALSE,song,the yousicians,rhythm,8,if i were a motor
guitar-challenges,funk metal attack 2,FALSE,song,the yousicians,rhythm & lead,10,try this at home
guitar-challenges,catching sounds 2,FALSE,song,the yousicians,cowboy chords,2,sail with me
guitar-challenges,catching sounds 2,FALSE,song,the yousicians,melody,3,catching sound
guitar-challenges,catching sounds 2,FALSE,song,the yousicians,rhythm,6,sail with me
guitar-challenges,catching sounds 2,FALSE,song,the yousicians,rhythm,7,catching sound
guitar-challenges,let there be rock,FALSE,song,the yousicians,basic riff,3,the beast
guitar-challenges,let there be rock,FALSE,song,the yousicians,basic riff,4,i gotta rock
